loc,PM2.5,year,month,day,hour,PM10,AT,BP,SR,RH,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
AshokVihar,66,2018,6,8,15,330.83,38.04,965.08,446.83,61.5,7.41,129,1.75,37.949997,1.56,53.84,0.53,11.97,1.78,43.09
AshokVihar,58.5,2018,6,8,16,286.25,37.71,966.17,284.17,61.67,7.4,129,2.01,47.1,3.95,36.77,0.49,12.03,2.2,39.42
AshokVihar,56.17,2018,6,8,17,238,37,971.83,141.42,62.75,7.42,129,1.82,49.9,1.72,31.82,0.6,11.56,2.96,47.12
AshokVihar,58.75,2018,6,8,18,202.83,36.38,977.17,70.42,63.92,7.41,129,1.72,52.7,1,25.03,0.56,12.35,2.8,43.52
AshokVihar,61.75,2018,6,8,19,205.5,35.68,981.17,8.67,64.67,7.41,129,1.91,10.62,2.68,41.96,0.53,7.53,29.72,51.71
AshokVihar,61.08,2018,6,8,20,186.75,35.22,987.25,2,66.08,7.41,129,3.52,11.06,4.08,34.97,0.45,3.97,58.57,22.17
AshokVihar,65.58,2018,6,8,21,193.25,34.45,990.58,2,66.5,7.41,129,2.29,11.66,2.96,34.43,0.54,3.78,48.32,27.22
AshokVihar,49.5,2018,6,8,22,142.67,33.87,989.67,2,66.25,7.42,129,3.41,28.46,3.26,27.41,0.4,4.94,7.31,45.68
AshokVihar,38.83,2018,6,8,23,130.67,33.06,995.5,2,67.5,7.4,129,1.76,19.529999,2.06,29.08,0.61,4.37,1.34,43.45
AshokVihar,40.75,2018,6,9,0,117.4,32.58,1000,2,68.92,7.43,129,1.9,10.6,1.97,24.48,0.57,3.25,1.91,48.32
AshokVihar,47.42,2018,6,9,1,114.17,32.23,999.5278,2,70.17,7.42,129,2.22,10.28,1.54,18.02,0.53,4.37,2.24,48.01
AshokVihar,45.25,2018,6,9,2,102.08,31.66,999.05554,2,71.67,7.43,129,2.48,10.75,0.7,19.4,0.13,3.05,6.64,13.51
AshokVihar,46.83,2018,6,9,3,97.33,31.53,998.5833,2,71.42,7.43,129,2.01,10.55,1.63,22.92,0.38,4.13,3.38,48.73
AshokVihar,46.08,2018,6,9,4,97,31.11,998.1111,2,73.83,7.4,129,1.75,57.8,1.61,21.49,0.34,2.42,2.92,50.47
AshokVihar,60.67,2018,6,9,5,106.17,30.47,997.6389,12.92,76.75,7.42,129,1.59,53.7,2.09,16.32,0.54,3.83,3.24,52.45
AshokVihar,67.5,2018,6,9,6,113.42,30.76,997.1667,84.83,77,7.41,129,2.28,10.53,2.07,16.54,0.64,3.56,3.08,59.53
AshokVihar,63.42,2018,6,9,7,121.33,31.36,996.69446,173.92,75.58,7.41,129,2.98,10.68,1.8,10.17,0.7,3.12,1.83,41.78
AshokVihar,49.25,2018,6,9,8,119.25,32.8,996.2222,315.67,72.67,7.42,129,3.66,11.86,1.06,6.21,0.67,1.78,0.36,33.39
AshokVihar,51.67,2018,6,9,9,133.67,34.72,995.75,529.83,68.83,7.42,129,4.08,11.57,0.75,3.45,0.67,1.28,1.32,26.19
AshokVihar,51.08,2018,6,9,10,146,36.05,988,659.75,66.08,7.44,129,3.73,11.3,0.2,4.8,0.7,2.36,1.71,41.24
AshokVihar,64.75,2018,6,9,11,166.25,37.27,972.67,727.92,63,7.42,129,3.08,11.22,0.98,27.02,0.47,5.61,6.88,79.18
AshokVihar,63.25,2018,6,9,12,166.17,38.11,959.75,582,60.33,7.43,129,2.23,11.01,2.28,50.83,0.39,3.8,6.5,82.68
AshokVihar,62.08,2018,6,9,13,186.17,38.05,966.08,549.83,61.58,7.43,129,2.11,10.8,2.31,74.82,0.43,6.71,5.68,83.14
AshokVihar,67.5,2018,6,9,14,215.5,37.02,979.25,569.67,64.33,7.45,129,2.1,10.96,2.48,55.84,0.47,7.68,5.32,93.45
AshokVihar,57.92,2018,6,9,15,257.42,35.58,988.33,458.5,66.25,7.44,129,2.71,20.455,2.63,41.04,0.51,7.89,3.31,51.6
AshokVihar,46.92,2018,6,9,16,218.83,35.1,991.67,123.08,67.08,7.42,129,2.45,29.95,3.83,25.55,0.53,4.79,1.74,42.51
AshokVihar,49.67,2018,6,9,17,168.25,27.84,997.75,5.5,81.08,7.44,129,1.91,10.75,1.45,27.2,0.43,5.02,2.04,50.85
AshokVihar,61.92,2018,6,9,18,798.33,25.07,997.65314,2.58,86.75,7.45,129,2.22,18.1,2.85,17.35,0.51,2.23,42.23,31.22
AshokVihar,30.92,2018,6,9,19,128.17,26.22,997.5563,2,84.17,7.43,129,2.89,21.12,4,14.04,0.64,3.18,64.88,24.02
AshokVihar,39.92,2018,6,9,20,83.08,26.07,997.45935,2,88,7.43,129,7.42,28.02,3.95,7.64,0.88,8.28,59.64,35.41
AshokVihar,50.17,2018,6,9,21,73.08,26.79,997.3625,2,85.92,7.45,129,25.55,36.53,1.15,7.15,1.09,5.51,61.62,62.09
AshokVihar,61.08,2018,6,9,22,103.17,27.58,997.2656,2,80.5,7.48,129,8.07,27.75,1.35,10.1,0.58,6.52,61.51,36.51
AshokVihar,49.17,2018,6,9,23,111.5,27.07,997.16876,2,83.42,7.44,129,20.7,33.1,1.04,11.28,0.71,2.06,43.78,53.77
AshokVihar,58.08,2018,6,10,0,143.5,27.54,997.0719,2,81.83,7.44,129,35.17,36.68,1.78,18.67,0.72,3.32,44.77,71.88
AshokVihar,79.17,2018,6,10,1,182.75,27.63,996.975,2,82.42,7.42,129,26.02,56.18,2.6,29.57,0.76,14,6.76,44.47
AshokVihar,60.83,2018,6,10,2,163.08,27.46,996.8781,2,84,7.43,129,27.07,28.42,7.1,7.67,2.89,2.14,20,28.58
AshokVihar,53.5,2018,6,10,3,145.42,27.28,996.78125,2,84.83,7.45,129,24.55,29.1,3.26,10.06,0.76,3.63,50.53,53.64
AshokVihar,42.92,2018,6,10,4,111,27.03,996.6844,2,84.25,7.48,129,23.44,34.48,4.31,14.16,0.44,3.94,46.67,51.98
AshokVihar,52.08,2018,6,10,5,99.75,27.05,996.5875,10.42,85.67,7.47,129,40.63,26.87,1.98,12.98,0.78,3.2,52.54,67.5
AshokVihar,76.83,2018,6,10,6,151.25,27.92,996.49066,69.5,83.83,7.46,129,30.87,23.49,1.97,15.76,0.99,4.9,69.06,54.38
AshokVihar,120.25,2018,6,10,7,201.83,29.92,996.39374,236.08,77.5,7.43,129,22.23,31.32,2.69,18.27,0.93,5.49,67.65,53.58
AshokVihar,93.75,2018,6,10,8,190.42,31.87,996.2969,316.42,72.08,7.4,129,11.33,26.04,2.93,13.26,0.69,3.58,52.62,37.35
AshokVihar,68.08,2018,6,10,9,160.58,33.66,996.2,577.08,67.92,7.41,129,7.12,15.52,5.51,16.66,0.57,1.77,49.1,22.44
AshokVihar,61.42,2018,6,10,10,153.42,34.51,989.25,680.33,66,7.41,129,4.1,12.16,6.13,27.85,0.47,1.76,45.01,22.38
AshokVihar,71.08,2018,6,10,11,170.42,34.98,981.17,791.42,64.42,7.4,129,2.32,10.53,1.75,42.38,0.34,5.43,9.63,65.57
AshokVihar,62.83,2018,6,10,12,138.08,36.63,969.67,735.25,62,7.43,129,1.97,10,2.02,71.12,0.32,3.54,6.9,90.75
AshokVihar,71.17,2018,6,10,13,153.33,37.24,955.58,741.17,59.42,7.43,129,2.15,10.76,1.59,88.38,0.24,4.62,6.36,109.73
AshokVihar,62.83,2018,6,10,14,147.67,38.2,943.92,667.92,56.92,7.45,129,3.02,11.51,2.76,89.5,0.18,2.97,36.38,71.35
AshokVihar,57.42,2018,6,10,15,136.92,38.78,943.33,526.75,56.92,7.4,129,3.52,13.65,3.86,102.41,0.45,2.63,54.17,30.3
AshokVihar,56.08,2018,6,10,16,148.83,38.27,945.58,315,57.33,7.41,129,5.59,19.72,3.46,62.35,0.39,1.42,42.27,23.22
AshokVihar,51.42,2018,6,10,17,140.83,37.18,952.3,138.98,58.85,7.41,129,2.61,17.64,4.75,67.16,0.49,0.98,51.2,20.29
AshokVihar,51,2018,6,10,18,151,35.69,968.25,53.33,62,7.4,129,2.62,22.92,6.2,49.98,0.58,1.1,52.13,25.51
AshokVihar,47.33,2018,6,10,19,163,34.21,985.08,6,65.58,7.41,129,2.99,28.02,7.13,33.82,0.67,2.18,57.79,31.01
AshokVihar,52.5,2018,6,10,20,183.25,33.2,995.33,2,68.25,7.41,129,2.91,30.1,6.91,27.07,0.89,4.69,56.83,37.47
AshokVihar,66.75,2018,6,10,21,216.17,32.71,995.5427,2,70,7.41,129,4.19,43.07,4.25,19.67,0.94,4.58,63.56,49.23
AshokVihar,79,2018,6,10,22,215.33,32.18,995.7555,2,72.33,7.42,129,15.33,44.23,4.88,11.24,1.69,7.82,53.67,56.38
AshokVihar,90.08,2018,6,10,23,238.83,31.78,995.9682,2,74.42,7.41,129,6.18,34.03,4.36,16.27,1.41,5.21,61.7,40.2
AshokVihar,129.5,2018,6,11,0,285,31.26,996.1809,2,77.25,7.4,129,16.88,37.66,3.21,15.28,1.47,3.4,45.91,51.77
AshokVihar,140.33,2018,6,11,1,277.08,31.27,996.3936,2,76.08,7.4,129,21.47,43.33,1.66,20.68,1.16,4.77,35.04,44.03
AshokVihar,96.08,2018,6,11,2,254,31.55,996.6064,2,74.17,7.4,129,3.78,19.62,5.22,5.7,0.62,2.46,15.82,23.4
AshokVihar,68.17,2018,6,11,3,195.17,31.15,996.8191,2,75.17,7.4,129,3.46,16.13,3.06,8.27,0.47,1.2,52.91,19.58
AshokVihar,62.33,2018,6,11,4,179,30.9,997.0318,2,75.17,7.41,129,3.55,16.65,4.14,7.44,0.3,2.37,70.01,20.18
AshokVihar,65.67,2018,6,11,5,189,30.83,997.2445,10.75,72.92,7.41,129,5.48,17.36,6.87,6.61,0.34,2.12,83.38,22.8
AshokVihar,58.67,2018,6,11,6,246.83,30.85,997.4573,84.67,70.92,7.4,129,5.23,15.12,8.02,5.61,0.23,1.36,108.46,20.35
AshokVihar,52.5,2018,6,11,7,263.92,31.98,997.67,236.17,68.58,7.41,129,7.11,14.38,6.61,7.78,0.38,3.32,69.71,27.39
AshokVihar,51.08,2018,6,11,8,254.92,34.08,983.08,419.17,64.92,7.41,129,7.4,15.44,4.69,10.14,0.42,1.65,64.12,22.82
AshokVihar,52.83,2018,6,11,9,231.08,36.09,966.58,585.67,61.75,7.42,129,5.58,13.01,3.97,15.4,0.45,2.02,46.14,27.34
AshokVihar,52.08,2018,6,11,10,211.58,37.66,956.33,712.08,59.5,7.42,129,4.89,12.79,4.37,22.72,0.41,1.93,51.67,20.01
AshokVihar,54.75,2018,6,11,11,282.42,39.05,948.33,783.17,57.92,7.42,129,3.22,12.53,3.94,36.71,0.4,2.14,57.1,18.98
AshokVihar,56.83,2018,6,11,12,206.5,39.89,940.92,801,56.33,7.42,129,3.87,16.03,4.37,42.59,0.37,2.87,71.99,24.07
AshokVihar,46.92,2018,6,11,13,210.92,40.72,939.25,754.92,55.83,7.41,129,2.76,11.88,4.66,61.75,0.44,1.56,85.29,14.62
AshokVihar,52.42,2018,6,11,14,190.92,40.84,937.25,616.17,55.17,7.42,129,2.74,13.37,3.61,77.51,0.46,1.47,89.17,16.03
AshokVihar,62.17,2018,6,11,15,238.5,41.2,927.42,511.83,52.83,7.4,129,2.59,15.88,3.42,79.17,0.45,2.37,66.58,24.2
AshokVihar,62.08,2018,6,11,16,281.5,40.98,926,351.33,52.17,7.4,129,4.7,21.69,3.7,63.08,0.48,1.56,47,27.38
AshokVihar,67.5,2018,6,11,17,299.67,40.04,926.17,158.17,52.17,7.4,129,3.08,23.55,5.28,66.37,0.44,1.06,49.4,26.73
AshokVihar,62.5,2018,6,11,18,290.92,38.67,926.42,55.17,52.58,7.41,129,2.28,23.67,7.33,63.24,0.48,1.55,47.02,25.97
AshokVihar,66.58,2018,6,11,19,290.92,37.57,942.92,5.75,56,7.4,129,5.56,31.16,8.44,49.29,0.52,2.91,46.08,34.04
AshokVihar,83.5,2018,6,11,20,302.92,36.29,956.25,2,58.83,7.4,129,5.66,45.8,10.56,29.97,0.7,6.78,57.85,50.43
AshokVihar,93.25,2018,6,11,21,295.75,35.55,961,2,59.83,7.42,129,6.43,55.6,20.73,18.33,0.95,3.63,63.22,62.12
AshokVihar,106.83,2018,6,11,22,317.92,35.26,960.58,2,59.83,7.4,129,10.84,65.48,19.67,14.38,0.73,3.62,59.5,76.33
AshokVihar,92.42,2018,6,11,23,270.5,34.47,966.83,2,61,7.42,129,19.42,67.7,16.69,11.12,0.81,2.54,49.03,87.27
AshokVihar,81.83,2018,6,12,0,277,33.96,971,2,61.92,7.4,129,4.46,39.88,9.86,13.69,0.93,8.48,44.01,44.4
AshokVihar,114.92,2018,6,12,1,358.67,33.61,969.92,2,61.83,7.4,129,2.68,19.21,10.65,18.45,0.71,6.67,50.79,21.88
AshokVihar,133.58,2018,6,12,2,387.08,33.02,971,2,62,7.41,129,2.32,12.65,2.43,18.55,0.14,7.58,11.71,14.94
AshokVihar,78.17,2018,6,12,3,400,32.13,976.67,2,63.42,7.41,129,1.7,11.14,5.81,16.23,0.38,2.69,28,16.28
AshokVihar,84,2018,6,12,4,392.75,32.03,975,2,63,7.4,129,3.27,13.35,6.61,13.55,0.23,2.34,40.29,17.9
AshokVihar,81.33,2018,6,12,5,342.5,32.17,974.25,10.5,62.75,7.4,129,2.61,13.35,9.76,12.94,0.42,2.41,45.9,15.95
AshokVihar,98.42,2018,6,12,6,355.42,32.93,974.17,84.67,62.83,7.43,129,4.6,16.41,9.46,9.1,0.47,3.71,47.89,21.02
AshokVihar,90.83,2018,6,12,7,350.58,34.83,963.75,230.92,60.58,7.4,129,5.75,14.97,4.76,11.89,0.41,3.76,40.05,22.39
AshokVihar,60.67,2018,6,12,8,312.42,36.63,956.92,393.5,58.75,7.41,129,7.41,13.18,3.09,14.35,0.5,2.59,32.95,20.53
AshokVihar,65.33,2018,6,12,9,412.58,37.58,953.92,536.5,58.08,7.41,129,6.44,13.7,3.29,18.2,0.46,2.72,22.93,26.25
AshokVihar,92.58,2018,6,12,10,688.75,38.8,948.67,663.42,56.92,7.41,129,8.23,14.88,3.65,20.21,0.39,2.68,24.86,23.83
AshokVihar,106,2018,6,12,11,795.5,40.11,943,726.08,55.58,7.41,129,6.63,17.21,4.46,27.12,0.42,2.03,33.65,24.77
AshokVihar,106.08,2018,6,12,12,796.58,41.34,936.42,714.17,53.92,7.41,129,5.07,14.39,4.52,35.54,0.31,1.74,49.94,19.44
AshokVihar,125.25,2018,6,12,13,913.33,41.85,933.92,637.08,53.67,7.4,129,2.7,11.76,2.37,46.12,0.23,4.85,18.91,39.95
AshokVihar,144.42,2018,6,12,14,924,42.24,926.33,496.92,52,7.41,129,5.42,16.35,2.32,38.62,0.2,2.43,31.6,33.5
AshokVihar,140.5,2018,6,12,15,923.6875,41.89,926.5,351.67,53,7.42,129,2.87,15.1,2.32,45.16,0.38,2.22,36.49,31.79
AshokVihar,153.75,2018,6,12,16,923.375,41.12,931.25,195.75,54.17,7.4,129,5.4,18.96,3.15,29.36,0.5,3.28,27.48,22.85
AshokVihar,188,2018,6,12,17,923.0625,40.34,934.25,94,54.75,7.4,129,3.58,23.66,4.36,22.9,0.54,2.65,33.68,27.21
AshokVihar,214.83,2018,6,12,18,922.75,39.58,938.67,30.83,55.83,7.4,129,5.21,33.65,5.97,12.7,0.69,2.43,33.37,38.87
AshokVihar,228,2018,6,12,19,922.4375,38.86,943.92,4,56.67,7.4,129,10.39,38.98,9.79,8.11,0.87,3.61,37.7,49.36
AshokVihar,231.75,2018,6,12,20,922.125,38.25,949.33,2,57.83,7.41,129,10.45,37.16,9.52,7.83,1.03,9.13,47.79,47.56
AshokVihar,238.42,2018,6,12,21,921.8125,37.96,949.83,2,58.08,7.41,129,6.93,35.92,6.32,8.12,1.03,6.04,49.57,42.83
AshokVihar,228.92,2018,6,12,22,921.5,37.82,949.33,2,58,7.41,129,7.5,32.76,4.49,7.83,0.86,4.72,47.66,40.26
AshokVihar,241.75,2018,6,12,23,921.1875,37.73,947.42,2,57.67,7.4,129,6.27,23.84,4.06,7.12,0.49,3.43,44.28,30.1
AshokVihar,254,2018,6,13,0,920.875,37.33,946.83,2,57.25,7.4,129,5.29,15.05,4.4,7.35,0.43,4.64,32.29,20.33
AshokVihar,244.92,2018,6,13,1,920.5625,36.9,950.67,2,58,7.42,129,3.55,13.07,5.07,5.18,0.44,4.57,33.75,16.61
AshokVihar,205.5,2018,6,13,2,920.25,36.84,949.08,2,58,7.41,129,3.38,12,5.67,5.76,0.28,2.24,5.09,24.38
AshokVihar,174.5,2018,6,13,3,919.9375,36.58,951.67,2,58.5,7.4,129,3.03,10.84,1.66,5.05,0.19,5.99,3.8,29.57
AshokVihar,156.42,2018,6,13,4,919.625,36.22,953.5,2,58.92,7.41,129,2.86,10.58,2.54,5.05,0.07,3.62,4.27,38.81
AshokVihar,132.08,2018,6,13,5,919.3125,35.61,957.5,7.17,59.5,7.4,129,2.5,10.77,2.34,4.84,0.3,3.6,4.85,40.44
AshokVihar,131.83,2018,6,13,6,919,35.36,960,60.42,60,7.41,129,3.23,11.94,1.73,5.45,0.3,3.32,4.67,42.31
AshokVihar,124.67,2018,6,13,7,930,36.03,957,177.92,59.42,7.41,129,4.84,14.24,1.35,7.18,0.35,3.73,4.38,46.13
AshokVihar,127.67,2018,6,13,8,931,36.9,953.17,317.08,58.83,7.41,129,3.83,11.17,1.34,11.13,0.43,2.99,2.71,29.73
AshokVihar,133.5,2018,6,13,9,934.1429,37.87,951.33,463.42,58,7.41,129,3.09,10.2,0.82,13.07,0.43,2.85,2.44,32.34
AshokVihar,142.25,2018,6,13,10,937.2857,38.36,948.17,575.75,57.58,7.4,129,3.16,36.5,1.2,14.92,0.38,3.34,1.97,29.78
AshokVihar,148.5,2018,6,13,11,940.4286,39.37,940.5,658.67,55.92,7.4,129,2.74,11.43,0.98,21.1,0.38,5.33,2.01,34.6
AshokVihar,151.75,2018,6,13,12,943.5714,40.23,931.83,656.25,53.58,7.43,129,3.81,12.07,1.87,24.79,0.27,5.62,13.69,36.28
AshokVihar,182.25,2018,6,13,13,946.7143,41.02,924,602.08,51.92,7.42,129,3.22,11.43,1.31,29.07,0.2,6.78,1.89,46.82
AshokVihar,192.33,2018,6,13,14,949.8571,41.72,918.58,508.67,50.83,7.4,129,3.89,11.88,1.52,29.51,0.19,3.71,25.22,31.79
AshokVihar,190.25,2018,6,13,15,953,41.6,919.92,384.83,49.58,7.42,129,4.23,12.32,1.48,27.92,0.23,3.62,25.22,33.45
AshokVihar,190.92,2018,6,13,16,956.1429,41.16,920.92,250.67,48.83,7.41,129,4.68,14.7,1.94,26.77,0.31,3.54,11.82,23.31
AshokVihar,199.25,2018,6,13,17,959.2857,40.31,922.33,116.5,49.33,7.41,129,3.72,15.28,2.23,21.19,0.4,2.75,24.95,21.02
AshokVihar,260.5,2018,6,13,18,962.4286,39.72,924.17,33.75,49.42,7.43,129,5.72,15.93,2.85,12.97,0.41,2.05,28.35,20.43
AshokVihar,338.42,2018,6,13,19,965.5714,39.23,926.17,3.58,50.17,7.41,129,7.2,20.99,3.94,6.84,0.56,2.49,27.82,28.07
AshokVihar,480.67,2018,6,13,20,968.7143,39.02,928.58,2,50.58,7.4,129,12.99,21.38,4.68,4.8,0.55,4.15,35.61,34.36
AshokVihar,595.67,2018,6,13,21,971.8571,38.88,929,2,50,7.43,129,11.76,21.32,8.22,5.24,0.44,2.45,36.71,33.08
AshokVihar,654.5,2018,6,13,22,975,38.52,930.83,2,50.5,7.42,129,14.22,20.79,7.24,5.17,0.44,5.68,26.34,35.01
AshokVihar,659,2018,6,13,23,978.1429,38.45,924.17,2,49.33,7.42,129,8.52,17.18,4.83,5.64,0.32,3.12,32.15,25.73
AshokVihar,537.08,2018,6,14,0,981.2857,38.31,918.92,2,49,7.4,129,2.89,12,2.32,11.95,0.31,1.21,18.23,16.4
AshokVihar,456.33,2018,6,14,1,984.4286,37.68,923.5,2,49.83,7.42,129,2.1,17.05,0.94,14.25,0.29,5.52,2.43,23.02
AshokVihar,388.58,2018,6,14,2,987.5714,36.95,930.83,2,51.5,7.4,129,1.95,22.1,0.56,14.57,0.1,2.75,2.72,9.02
AshokVihar,285.83,2018,6,14,3,990.7143,36.28,938.33,2,53.42,7.4,129,1.62,27.150002,1.21,13.27,0.29,1.82,4.03,22.32
AshokVihar,198.17,2018,6,14,4,993.8571,35.52,944.67,2,55.33,7.41,129,1.8,32.2,1.11,12.42,0.13,1.97,2.78,25.26
AshokVihar,147,2018,6,14,5,997,34.88,951.08,7.92,56.83,7.42,129,1.76,31.066668,0.98,13.26,0.29,1.62,3.46,31.46
AshokVihar,126.5,2018,6,14,6,923.67,34.5,954.33,56.5,57.92,7.4,129,2.31,29.933334,0.83,12.57,0.28,1.48,5.16,31.65
AshokVihar,127.75,2018,6,14,7,964.67,34.6,951.67,144.5,57.08,7.41,129,2.3,28.8,0.94,14.69,0.29,2.08,3.92,33.93
AshokVihar,139,2018,6,14,8,969,34.72,953.67,255.17,57.58,7.42,129,2.62,27.666666,0.91,19.37,0.4,1.61,2.34,23.11
AshokVihar,145.5,2018,6,14,9,956,35.62,949.75,402.67,56.5,7.4,129,2.44,26.533333,0.63,21.17,0.4,1.92,1.96,23.2
AshokVihar,128.58,2018,6,14,10,943,36.39,947.33,527.33,55.83,7.41,129,2.78,25.4,1.1,23.88,0.37,2.94,2.03,22.08
AshokVihar,117.83,2018,6,14,11,930,37.76,939.17,633,53.58,7.42,129,3.03,11.7,0.92,30.05,0.34,3.89,1.7,24.9
AshokVihar,117,2018,6,14,12,919.92,39.11,932.25,674.42,51.33,7.41,129,4.07,12.61,1.38,31.36,0.28,4.43,15.82,23.02
AshokVihar,114.25,2018,6,14,13,882.33,39.98,934.17,644,49.83,7.41,129,2.99,10.83,1.2,35.8,0.21,6.14,2.67,30.58
AshokVihar,116.75,2018,6,14,14,866.17,40.59,930.08,549,49.58,7.43,129,3.43,12.91,1.95,31.99,0.21,4.67,12.73,26.84
AshokVihar,136.25,2018,6,14,15,865,40.97,923.17,439.25,50.42,7.41,129,3.32,11.78,2.03,31.79,0.2,3.92,14.71,25.25
AshokVihar,144.42,2018,6,14,16,959,40.52,924.17,296.17,51.17,7.4,129,2.64,15.6,1.44,33.64,0.32,5.18,2.33,24.28
AshokVihar,146.83,2018,6,14,17,937,39.81,925.17,150.92,51.08,7.41,129,1.71,10.1,1,34.66,0.35,4.9,1.95,21.16
AshokVihar,149.75,2018,6,14,18,935,39.11,924.58,53.5,50.83,7.41,129,1.82,11.76,1.9,29.49,0.43,3.37,12.25,17.97
AshokVihar,156.42,2018,6,14,19,995,38.28,926.83,5.75,51.5,7.4,129,2.66,18.63,3,18.49,0.58,2.02,22.57,21.27
AshokVihar,147.83,2018,6,14,20,929,37.74,929.83,2,52.58,7.4,129,9.72,29.89,3.08,6.31,0.75,5.95,28.28,39.57
AshokVihar,157.08,2018,6,14,21,923,37.65,931,2,53,7.41,129,9.47,26.88,3.08,6.96,0.73,4.17,31.08,36.35
AshokVihar,202,2018,6,14,22,908.1539,37.33,933.25,2,53,7.4,129,7.77,24.22,4.33,6.33,0.56,3.17,30.43,32
AshokVihar,224.33,2018,6,14,23,893.3077,37.19,934.33,2,53.42,7.42,129,9.31,22.27,4.75,5.93,0.5,4.03,26.45,27.8
AshokVihar,238.83,2018,6,15,0,878.46155,37.06,934,2,53.08,7.4,129,5.56,14.25,4.88,8.52,0.43,2.98,21.43,21.02
AshokVihar,239.08,2018,6,15,1,863.61536,36.68,935.75,2,53.83,7.4,129,2.1,10.2,3.39,9.97,0.28,5.02,4.57,23.17
AshokVihar,223.42,2018,6,15,2,848.7692,36.31,937.83,2,54.33,7.4,129,2.02,16.1,0.86,14.5,0.06,4.53,4.21,10.18
AshokVihar,188.08,2018,6,15,3,833.9231,35.77,941.83,2,55.17,7.4,129,1.89,22,1.06,15.63,0.1,2.82,1.37,22.32
AshokVihar,168.5,2018,6,15,4,819.0769,35.15,945.92,2,56,7.41,129,2.2,27.9,0.63,13.42,0.08,1.4,1.27,22.8
AshokVihar,161.5,2018,6,15,5,804.2308,34.6,947.5,6.58,56,7.42,129,2.1,26.5,0.97,13.55,0.2,1.58,2.07,27.93
AshokVihar,157.33,2018,6,15,6,789.38464,34.13,944.75,52.92,55.58,7.41,129,2.25,25.099998,0.97,14.87,0.2,1.88,2.22,27.58
AshokVihar,159.75,2018,6,15,7,774.53845,34.09,946.58,150.33,56,7.43,129,2.51,23.699999,0.76,15.93,0.21,2.1,1.82,29.88
AshokVihar,152.8,2018,6,15,8,759.6923,34.62,939.47,293.38,53.83,7.41,129,2.52,22.3,0.89,22.77,0.33,1.75,2.39,22.01
AshokVihar,115.33,2018,6,15,9,744.8461,35.37,939.17,447.75,53.42,7.42,129,2.58,20.099998,0.59,26.58,0.3,1.62,2.11,18.65
AshokVihar,80.83,2018,6,15,10,730,36.37,939.25,568.33,53.33,7.42,129,2.27,17.9,0.8,26.19,0.31,1.92,1.97,17.23
AshokVihar,79.83,2018,6,15,11,620.92,37.37,937.83,617.58,53,7.43,129,2.68,22.8,0.86,27.97,0.25,3.31,5.37,18.82
AshokVihar,88.25,2018,6,15,12,608.25,38.78,931.5,650.92,51.33,7.4,129,2.66,27.7,1.57,26.07,0.14,3.24,4.64,20.87
AshokVihar,94.5,2018,6,15,13,577.75,39.83,922.83,677.25,49.67,7.42,129,3.01,10.9,1.12,36.76,0.28,4.44,7.65,29.58
AshokVihar,92.25,2018,6,15,14,581.42,40.66,922.83,624.75,48.25,7.45,129,2.33,16.133333,0.99,41.78,0.23,3.88,7.36,29.1
AshokVihar,84.67,2018,6,15,15,549.92,41.11,920.67,497.83,47.92,7.43,129,1.9,21.366667,0.93,42.53,0.22,3.5,3.31,28.53
AshokVihar,83,2018,6,15,16,500,40.45,926.5,337.58,48.08,7.42,129,2.13,26.6,1.51,39.03,0.29,4.14,2.65,24.76
AshokVihar,75,2018,6,15,17,462,39.41,931.5,155.33,49.42,7.41,129,2.34,10.8,1.5,36.76,0.3,5.2,4.71,27.17
AshokVihar,74,2018,6,15,18,466,38.38,935,54.83,50.58,7.43,129,2.66,16.48,4.34,26.95,0.43,1.72,29.19,19.15
AshokVihar,77,2018,6,15,19,466,37.5,939.83,5.58,51.75,7.41,129,8.31,35.54,10.1,10.28,0.63,2.34,26.98,43.83
AshokVihar,81,2018,6,15,20,490,35.52,962.83,2,58.25,7.4,129,14.91,27.29,9.18,8.02,0.83,4.13,27.19,42.11
AshokVihar,185,2018,6,15,21,936,34.72,965.42,2,59.25,7.41,129,7.92,26.16,6.32,9.09,0.82,4.73,26.78,33.44
AshokVihar,179,2018,6,15,22,920,34.37,962.58,2,58.58,7.42,129,6.48,19.43,4.02,11.74,0.53,2.82,26.27,24.89
AshokVihar,146,2018,6,15,23,904,33.72,973.5,2,61.08,7.4,129,5.84,19.58,3.79,12.47,0.58,2.74,28.68,25.42
AshokVihar,173,2018,6,16,0,967,33.37,975.25,2,61.75,7.42,129,3.03,18.8,6.52,35.16,0.63,4.35,28.43,21.82
AshokVihar,164,2018,6,16,1,945,33.18,972.5,2,61,7.41,129,2.7,14.77,5.98,10.55,0.44,2.36,28.63,17.44
AshokVihar,155,2018,6,16,2,969,33.02,974.42,2,61.58,7.42,129,3.6,15.57,3.19,8.8,0.17,1.38,13.71,14.75
AshokVihar,152,2018,6,16,3,922,32.93,982,2,63.25,7.4,129,3.64,18.09,2.63,8.75,0.32,1.82,29.77,21.74
AshokVihar,136,2018,6,16,4,776,32.79,990.08,2,65.08,7.43,129,3.06,13.92,3.62,8.16,0.4,2.67,27.45,16.97
